Index,x_ground,y_ground,z_ground,max_height
1,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
2,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
3,1.6068045095115404,0.0,0.09577310779360469,1.0251969691162623
4,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
5,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
6,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
7,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
8,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
9,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
10,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
11,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
12,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
13,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
14,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
15,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
16,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
17,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
18,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
19,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
20,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
21,1.6068045095115404,0.0,0.09577310779360469,1.0251969691162623
22,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
23,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
24,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
25,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
26,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
27,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
28,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
29,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
30,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
31,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
32,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
33,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
34,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
35,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
36,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
37,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
38,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
39,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
40,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
41,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
42,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
43,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
44,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
45,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
46,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
47,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
48,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
49,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
50,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
51,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
52,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
53,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
54,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
55,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
56,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
57,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
58,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
59,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
60,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
61,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
62,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
63,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
64,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
65,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
66,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
67,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
68,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
69,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
70,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
71,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
72,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
73,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
74,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
75,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
76,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
77,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
78,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
79,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
80,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
81,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
82,1.9314138150818179,0.0,-0.1490971137708879,1.0852316332530023
83,3.8503032738052956,0.0,0.06690497967226246,1.3932026923519079
84,1.606814557107465,0.0,0.09577358110018687,1.0252012702559776
